age,monthly_income,monthly_savings,savings_rate,horizon_years,risk_appetite_encoded,existing_investments,dependents,income_stability,risk_category
58,139607,36589,0.262,3,2,595934,4,0,0
28,350557,102743,0.293,15,1,311533,2,1,4
27,318895,115859,0.363,7,2,975834,1,1,4
50,366847,128035,0.349,8,2,648944,1,1,3
38,472676,130300,0.276,23,0,483283,4,1,1
53,141456,50307,0.356,24,1,953711,2,1,2
64,289258,114548,0.396,4,0,782638,3,1,0
43,181261,5181,0.029,13,0,913427,2,0,0
27,293083,15072,0.051,19,2,986726,0,1,4
21,149729,34552,0.231,2,1,725308,4,1,1
65,155722,81380,0.523,2,0,751389,3,0,0
31,283926,9412,0.033,9,0,321831,3,1,1
24,340334,146688,0.431,9,2,950742,5,0,3
41,70465,16070,0.228,28,2,123927,3,1,3
64,315194,45377,0.144,12,0,241216,5,1,0
63,278054,29373,0.106,11,0,942122,4,1,0
44,216315,27168,0.126,4,1,683841,0,1,2
33,456417,99123,0.217,29,0,392289,5,1,1
24,192976,84752,0.439,13,1,814906,3,1,3
47,183082,19287,0.105,23,1,270685,1,1,3
39,466714,84030,0.18,21,0,514772,3,1,0
24,113374,8303,0.073,30,1,762903,2,1,4
30,47230,13122,0.278,19,0,490773,0,1,1
58,278821,20188,0.072,10,1,346762,3,1,0
56,445319,162422,0.365,19,1,968912,2,1,1
64,137383,15594,0.114,4,2,747111,4,0,0
28,342580,165965,0.484,16,0,567676,2,0,2
63,398155,209376,0.526,30,0,978886,0,1,1
63,275194,106751,0.388,26,2,409164,4,0,1
46,165900,11149,0.067,1,0,946522,5,1,0
46,417762,65560,0.157,2,1,77670,0,0,0
30,142684,5982,0.042,13,0,727649,5,1,0
49,320938,25753,0.08,13,0,986635,3,0,0
19,138058,62440,0.452,21,0,781087,4,1,2
56,96779,57848,0.598,27,2,182310,2,0,3
65,121945,45104,0.37,26,0,349172,2,0,0
29,115400,10167,0.088,6,2,855598,4,0,2
29,177336,5576,0.031,24,0,846319,1,1,2
18,465929,123217,0.264,12,2,725864,5,0,3
25,348911,103880,0.298,17,2,834647,1,1,4
19,280420,162800,0.581,2,2,389215,4,0,2
32,123115,32324,0.263,9,2,592747,1,1,4
40,82406,36352,0.441,12,2,544902,2,0,3
62,141896,24229,0.171,27,1,114461,3,1,1
54,99686,14701,0.147,29,1,809723,4,1,1
64,285425,133686,0.468,11,0,889690,2,1,0
34,460875,164540,0.357,28,2,615753,2,0,4
31,367614,56111,0.153,6,0,395269,4,1,0
52,403148,116441,0.289,23,2,64737,5,0,1
35,383093,117849,0.308,17,0,359149,3,1,1
65,364291,187837,0.516,6,0,416911,3,1,0
28,491712,203823,0.415,14,0,674988,0,1,2
34,426770,241797,0.567,18,1,658906,3,1,3
18,26140,6739,0.258,19,0,982511,4,1,1
47,303772,117398,0.386,12,2,83525,5,1,3
47,335247,11493,0.034,23,2,228943,5,0,3
39,152260,52243,0.343,18,0,318783,0,0,1
60,35451,9936,0.28,23,1,648751,2,1,2
53,454874,179759,0.395,11,1,424453,3,1,0
20,467494,234973,0.503,12,2,404624,2,1,4
60,359107,212504,0.592,22,0,888811,2,1,1
43,254359,104242,0.41,16,2,39959,2,0,4
42,266846,83391,0.313,10,1,455529,0,1,2
27,282372,86179,0.305,29,0,83544,2,1,2
53,432774,42817,0.099,24,2,907556,2,1,3
46,125784,22569,0.179,14,1,990688,1,0,1
19,37275,12882,0.346,21,0,864716,3,0,1
39,338253,164390,0.486,19,0,565527,0,1,2
25,22884,8579,0.375,28,0,149812,1,1,2
58,74860,23462,0.313,4,2,989987,2,1,2
40,413957,166282,0.402,30,0,450207,5,0,0
18,127978,59361,0.464,6,2,730867,4,1,4
45,434418,97228,0.224,23,2,513229,5,1,3
34,171688,101474,0.591,23,1,188101,3,0,2
20,308087,39487,0.128,18,0,434735,4,1,1
24,246829,47771,0.194,20,1,408714,2,1,3
60,327644,170957,0.522,8,0,480150,4,1,0
19,159598,42161,0.264,21,1,935679,1,1,3
46,203038,21973,0.108,5,1,829825,5,0,0
32,447062,237450,0.531,12,1,845234,0,1,3
36,295248,151927,0.515,21,2,296670,3,1,4
61,127729,72833,0.57,20,2,119773,2,0,3
59,273902,29587,0.108,20,0,307687,1,1,0
44,137930,28998,0.21,16,0,5786,3,1,0
47,93984,54461,0.579,4,2,966534,5,1,3
43,379696,16422,0.043,29,0,579584,3,0,0
61,71700,18786,0.262,3,2,458387,1,0,0
55,258045,121582,0.471,13,0,808167,0,1,0
40,483020,171679,0.355,20,2,52540,0,0,3
41,143480,74128,0.517,28,1,647773,3,0,1
20,418866,123913,0.296,17,0,483969,4,1,1
33,206723,11242,0.054,9,1,59328,5,1,2
35,329996,6992,0.021,27,2,684754,3,1,4
59,492293,33975,0.069,17,2,991315,3,1,2
27,322740,45653,0.141,25,0,892604,3,1,1
58,495074,70923,0.143,12,1,989950,3,0,0
22,372705,205155,0.55,22,0,566107,0,0,2
19,397061,194337,0.489,19,0,860210,2,1,3
20,410181,33357,0.081,17,0,948716,0,0,1
26,304188,15620,0.051,20,2,41503,2,1,4
46,219023,9254,0.042,14,2,102837,4,1,3
26,476544,156894,0.329,3,0,560290,5,0,0
47,80117,39830,0.497,25,2,118159,3,0,3
36,445445,108040,0.243,30,1,801807,2,0,2
61,85627,6884,0.08,25,2,85041,2,1,3
20,447965,18918,0.042,21,0,370432,5,0,1
21,238773,113715,0.476,25,1,730279,3,1,3
24,421549,84996,0.202,26,1,282934,2,1,4
42,57624,29177,0.506,6,2,655508,1,1,4
28,164610,97517,0.592,12,0,67899,4,1,1
47,218059,119499,0.548,2,0,405593,4,1,0
47,396781,28214,0.071,30,2,620937,1,1,4
33,401883,106401,0.265,21,1,922024,1,1,3
29,83807,13058,0.156,13,0,436520,3,1,1
33,203742,77180,0.379,3,0,478996,0,0,0
63,458602,252356,0.55,18,2,444403,1,1,4
26,127214,49938,0.393,29,0,510135,3,0,1
54,253888,111264,0.438,18,2,528059,0,1,4
28,407645,49765,0.122,11,2,355239,0,0,4
59,197010,101045,0.513,18,2,40345,2,1,4
63,474346,198982,0.419,16,0,843837,5,1,0
61,236261,126652,0.536,23,2,931883,2,0,3
36,446716,50577,0.113,15,0,642640,3,0,0
25,314431,63928,0.203,8,2,20428,2,1,4
52,145606,23132,0.159,7,1,779417,1,1,1
38,346950,40210,0.116,24,1,963478,4,0,1
59,105862,39539,0.373,12,1,888428,0,0,0
31,456138,65210,0.143,11,1,117790,0,1,3
31,283113,56031,0.198,18,0,822519,1,0,1
23,350169,112011,0.32,18,0,854858,4,1,1
28,267668,111881,0.418,22,2,629365,1,0,4
65,334614,112568,0.336,14,0,79949,0,0,0
50,418773,179391,0.428,15,0,879588,3,1,0
64,361066,113165,0.313,27,1,638409,5,1,1
50,177234,75203,0.424,8,2,448573,0,0,2
18,382440,180738,0.473,28,1,863709,0,0,3
64,232314,67236,0.289,5,0,963306,2,1,0
54,46455,21243,0.457,29,2,131720,5,0,2
30,228217,38588,0.169,11,2,377303,0,1,4
61,56984,23570,0.414,23,1,674043,5,1,1
62,31693,9142,0.288,17,2,612852,1,0,2
44,491150,256666,0.523,7,2,603430,1,0,3
61,275940,102347,0.371,7,2,400084,1,1,2
65,486656,190930,0.392,7,1,885330,5,1,0
36,110933,57990,0.523,28,0,317174,2,1,2
54,445646,139624,0.313,20,2,416838,5,1,2
21,336178,44379,0.132,27,0,200721,4,1,1
42,45619,26829,0.588,4,0,695694,1,1,1
42,455539,247379,0.543,9,2,379616,4,1,3
20,396861,128666,0.324,10,0,227757,2,1,1
60,136052,66490,0.489,14,1,199303,1,1,2
53,65915,15433,0.234,24,1,79146,0,1,2
25,453668,160668,0.354,29,0,812204,3,1,1
21,166295,15581,0.094,24,2,442657,4,1,4
33,244998,144535,0.59,13,0,791418,1,0,1
27,78687,10673,0.136,11,0,915292,4,1,1
65,311708,74692,0.24,28,0,737445,1,1,0
63,287805,8838,0.031,17,1,665738,2,1,2
46,264571,94806,0.358,29,1,683887,3,0,1
39,339200,31457,0.093,22,2,936557,2,1,4
58,95058,10030,0.106,6,1,136164,2,1,1
41,135645,53743,0.396,11,2,505653,5,1,3
55,126905,37821,0.298,29,1,484426,4,1,1
34,211695,26305,0.124,22,2,305328,2,1,4
42,132437,48201,0.364,1,1,869689,1,0,0
22,100625,54114,0.538,30,2,911118,5,1,4
63,423684,154533,0.365,17,2,381587,0,1,3
39,204396,5932,0.029,28,1,52381,0,0,2
52,444104,116422,0.262,10,0,688576,5,0,0
51,163990,17513,0.107,23,2,56263,2,1,3
33,103321,8407,0.081,10,1,17427,3,0,1
23,485115,141199,0.291,30,1,633218,1,1,4
60,417253,98159,0.235,7,1,224811,2,1,1
64,93334,50420,0.54,24,0,788148,4,0,0
19,361362,158127,0.438,14,0,333406,5,1,1
44,408189,242379,0.594,7,2,368980,1,1,4
59,343994,182025,0.529,6,0,797696,5,1,0
35,325168,147664,0.454,15,1,174903,4,1,3
22,231759,121104,0.523,22,2,770807,5,1,4
57,351402,147781,0.421,14,2,298684,5,1,2
57,442410,261024,0.59,8,0,449107,1,1,0
20,267590,123690,0.462,17,2,807079,4,0,4
36,246829,133996,0.543,19,0,966577,5,1,1
29,251616,150649,0.599,2,2,617238,0,1,3
42,279113,55390,0.198,29,0,630094,3,1,0
38,164560,10413,0.063,9,1,905021,3,0,1
62,213428,55920,0.262,21,0,309930,5,1,0
45,483606,272701,0.564,17,2,423205,3,0,3
57,334310,31887,0.095,9,0,227551,2,0,0
55,400961,166155,0.414,5,0,396158,5,0,0
39,246349,62676,0.254,22,1,553187,4,0,1
34,163291,89694,0.549,4,1,589551,4,0,1
26,406711,21830,0.054,19,0,100730,5,1,1
50,443544,199828,0.451,23,1,655765,4,1,1
37,116148,18153,0.156,17,1,289157,2,1,3
31,182377,12731,0.07,10,2,976679,2,0,3
20,20910,9012,0.431,11,1,87718,2,0,3
31,498581,158318,0.318,25,2,188898,4,1,4
45,415735,11112,0.027,1,1,267791,5,1,0
27,143620,74102,0.516,1,1,382066,5,1,1
64,98615,51804,0.525,8,0,867068,5,1,0
31,421765,92968,0.22,11,1,833808,3,0,1
64,335849,150328,0.448,10,0,902994,4,1,0
23,260494,127850,0.491,22,0,220170,2,0,2
25,471798,245348,0.52,16,2,41543,4,1,4
39,434437,243239,0.56,14,1,895005,5,0,1
35,179806,55605,0.309,7,0,154168,0,1,1
24,255718,43202,0.169,6,1,214271,4,1,2
44,134691,73096,0.543,6,1,131102,0,1,3
48,374235,26227,0.07,7,2,149746,4,1,3
36,376684,163298,0.434,6,0,614405,4,0,0
26,126320,43910,0.348,27,1,949528,2,1,4
18,357192,155117,0.434,18,0,181749,1,0,2
26,345976,139170,0.402,9,2,319263,0,1,4
65,427466,41382,0.097,16,2,495136,4,1,2
24,188373,104804,0.556,11,1,239133,1,1,3
33,495461,238793,0.482,23,2,658026,1,1,4
22,496514,240715,0.485,3,1,841591,4,1,1
62,38362,17919,0.467,1,2,841080,2,1,2
65,420305,18014,0.043,26,2,747762,5,1,2
24,418958,238629,0.57,5,1,369698,3,1,3
65,194991,19198,0.098,19,2,556392,3,1,2
31,437000,34340,0.079,10,1,678929,3,0,1
64,326355,6533,0.02,29,1,959887,4,1,1
53,185531,46287,0.249,21,1,650062,1,1,2
26,453895,99846,0.22,21,1,305815,3,0,2
30,375641,25706,0.068,5,1,13562,1,1,3
47,462466,170644,0.369,5,1,57264,0,1,2
36,233393,49944,0.214,11,2,688071,3,1,3
21,264279,66182,0.25,24,2,816861,2,1,4
62,110528,12676,0.115,4,0,147972,4,1,0
49,373480,182078,0.488,5,0,744057,0,1,1
24,279929,112904,0.403,20,1,835353,0,1,4
33,298659,158809,0.532,5,0,143999,5,1,1
31,405264,101017,0.249,21,1,176150,2,1,3
23,404537,213325,0.527,3,0,415146,4,1,0
19,479250,246255,0.514,13,2,338692,3,1,4
48,436104,164470,0.377,30,2,77156,0,0,3
21,125332,67630,0.54,7,2,755288,3,1,4
36,441934,190072,0.43,21,1,470426,4,1,2
30,486490,250997,0.516,29,1,641757,1,0,3
45,53059,30788,0.58,7,2,15223,3,0,2
47,203799,16391,0.08,1,1,951336,0,1,1
38,169850,95198,0.56,1,2,117608,2,0,2
40,213732,43708,0.204,17,1,109444,1,1,3
40,380449,210944,0.554,7,0,687027,4,0,0
56,451931,48889,0.108,27,2,668742,0,1,3
30,310412,98342,0.317,27,1,439834,2,1,3
26,54804,27789,0.507,6,1,130090,2,1,3
55,123482,26488,0.215,16,0,746907,1,1,0
57,249081,58685,0.236,10,1,470856,3,1,0
33,375506,27489,0.073,29,2,975602,4,1,4
39,96942,33167,0.342,4,2,401167,1,1,3
54,376139,213932,0.569,26,0,895199,5,1,0
53,347449,112594,0.324,20,0,408254,5,1,0
23,375620,155584,0.414,25,1,399828,3,1,3
56,226376,33055,0.146,26,0,910781,3,1,0
52,410521,101190,0.246,22,0,668388,5,1,0
58,475861,257933,0.542,26,0,500807,3,1,0
47,104767,38885,0.371,25,2,306095,5,1,3
33,481185,161450,0.336,2,2,626965,2,1,3
28,273683,151101,0.552,19,1,462533,1,1,4
64,373100,42879,0.115,26,1,556780,0,1,1
27,140283,36171,0.258,14,1,720127,5,1,2
27,232735,41777,0.18,24,1,742723,4,0,2
37,265036,132766,0.501,30,1,120097,4,1,3
27,88976,6545,0.074,20,0,839091,0,1,2
62,77872,26531,0.341,30,0,683792,2,0,0
27,110061,51416,0.467,5,1,958225,2,1,3
54,45895,7821,0.17,15,0,604578,1,1,0
47,336490,6395,0.019,24,1,35382,5,1,2
56,264036,83196,0.315,18,2,451616,3,0,1
26,472441,29331,0.062,24,0,306243,3,0,1
49,357840,167411,0.468,15,2,101872,5,0,3
32,64082,13298,0.208,18,0,458953,4,1,1
28,73583,12778,0.174,21,0,71882,5,1,1
18,270408,19715,0.073,10,0,626616,2,1,1
45,309915,102734,0.331,14,2,667380,1,1,3
20,31297,5537,0.177,26,0,54183,2,0,1
59,312230,113818,0.365,1,1,913665,2,0,0
32,143412,47829,0.334,27,1,362101,0,0,3
55,154886,34925,0.225,9,1,168878,1,1,1
23,54726,22680,0.414,6,0,857050,2,0,1
40,301756,88395,0.293,30,1,43927,5,1,2
31,407661,91257,0.224,13,2,346722,5,0,3
23,470919,254212,0.54,28,0,434076,5,1,2
34,97428,46462,0.477,22,2,20588,3,1,4
24,441603,15217,0.034,1,0,535844,0,1,0
20,487234,209296,0.43,5,1,936558,0,1,3
62,369166,61670,0.167,18,1,281190,1,1,2
43,323574,45711,0.141,19,0,487082,4,1,0
21,320915,74326,0.232,5,1,166950,3,1,2
19,434523,163201,0.376,30,0,284447,3,1,1
46,244751,107023,0.437,27,2,994157,1,0,4
34,130138,24678,0.19,16,1,428735,1,1,3
59,111006,23883,0.215,18,2,915573,5,0,1
36,67303,34746,0.516,18,1,43327,0,0,2
53,436793,168247,0.385,14,1,114952,5,1,0
29,321968,31056,0.096,12,2,389755,1,0,3
41,23196,6185,0.267,4,0,93270,2,1,0
44,306502,38849,0.127,12,2,991256,5,0,2
50,97895,36648,0.374,16,2,110971,1,0,2
56,361094,193436,0.536,19,1,893218,2,1,2
47,362975,86089,0.237,26,0,200744,1,0,1
28,83376,16853,0.202,18,1,525035,1,1,4
25,409371,165083,0.403,15,1,837388,0,1,4
23,106352,31499,0.296,25,2,174352,4,0,3
23,123837,62929,0.508,18,2,937357,5,0,4
39,460760,162953,0.354,3,1,625142,2,0,0
30,153789,29538,0.192,15,2,301034,0,1,4
65,305546,163296,0.534,17,1,856718,4,0,1
35,322575,36207,0.112,19,2,265899,5,1,4
64,361373,11121,0.031,17,2,874426,4,1,2
60,347880,87435,0.251,16,1,415050,5,0,0
44,440188,201531,0.458,17,1,875353,5,1,3
27,299387,25328,0.085,18,0,65749,1,1,2
60,438764,164447,0.375,13,0,711512,3,0,0
25,234625,102489,0.437,11,0,362825,1,1,2
36,367475,58811,0.16,20,1,503994,5,1,2
51,158677,86389,0.544,22,2,44865,3,0,2
56,415055,238970,0.576,3,2,577390,2,1,1
30,419521,144479,0.344,18,2,145344,3,1,4
53,402885,173844,0.431,29,1,295196,5,1,1
34,471829,76871,0.163,3,2,617178,1,1,3
48,384385,75343,0.196,7,0,137596,1,1,1
33,226272,98759,0.436,7,2,928021,1,1,4
63,498646,101714,0.204,22,2,233812,0,1,3
62,419635,14160,0.034,27,0,825130,0,0,0
18,188578,27879,0.148,20,0,996644,5,1,1
35,248170,23484,0.095,18,2,996008,4,1,4
20,496608,48386,0.097,6,1,684964,3,1,2
63,238347,12204,0.051,5,0,991556,0,0,0
21,36486,19774,0.542,17,2,407589,4,1,4
44,369215,142098,0.385,9,1,499257,4,1,1
47,283933,35353,0.125,5,1,751961,2,1,2
38,141918,70635,0.498,2,2,35110,3,1,2
25,193383,32387,0.167,10,1,640341,2,0,2
45,246138,109711,0.446,25,1,111895,2,1,3
53,32567,8817,0.271,22,1,852035,1,1,1
52,59080,29111,0.493,14,2,234027,0,0,2
44,248800,121293,0.488,29,1,298310,4,1,3
27,314467,40864,0.13,24,0,952716,0,1,2
40,336294,112167,0.334,24,0,928366,3,1,1
29,185465,88800,0.479,4,1,57848,5,0,1
42,257918,20860,0.081,3,0,319374,2,1,0
58,325479,60155,0.185,11,2,441991,5,0,1
18,384051,38057,0.099,25,1,599692,4,0,2
44,426201,17014,0.04,23,2,216578,3,1,3
34,426181,89769,0.211,20,0,290926,4,1,1
48,198779,93512,0.47,2,0,329575,4,1,0
41,269759,43216,0.16,15,0,172381,2,1,1
53,227572,63827,0.28,14,2,621014,5,1,1
59,452457,67397,0.149,27,0,555833,1,0,0
25,402647,97115,0.241,4,0,373516,5,0,0
36,197048,24330,0.123,9,0,380443,1,1,1
32,183328,103983,0.567,23,1,142633,1,0,3
53,282153,119291,0.423,30,1,776511,3,0,0
36,357899,100491,0.281,17,2,127791,2,1,4
56,113893,45544,0.4,15,2,412171,4,0,1
57,181943,7457,0.041,10,0,340519,3,1,0
39,22714,9546,0.42,18,0,883085,0,1,2
55,97807,7835,0.08,14,0,299117,5,0,0
58,89459,36558,0.409,5,2,823068,0,1,3
36,213257,51096,0.24,16,0,992444,3,1,0
27,211700,105568,0.499,6,1,113500,2,1,3
36,132784,28409,0.214,28,2,203641,5,1,3
33,96699,55347,0.572,9,2,251238,1,0,4
24,285594,13418,0.047,15,0,654864,4,1,1
37,23155,12364,0.534,9,2,128529,4,0,2
21,241268,102275,0.424,5,2,810410,3,1,4
63,443309,74683,0.168,20,2,395975,2,1,3
52,457035,194222,0.425,17,2,795630,3,0,2
25,468635,233162,0.498,30,0,712064,5,0,1
60,298809,67475,0.226,8,2,77892,0,1,3
40,491376,98004,0.199,17,2,414330,0,0,3
43,312113,70236,0.225,9,0,802729,0,1,1
27,288315,22874,0.079,26,1,583312,1,0,3
36,438583,157798,0.36,8,1,529427,0,1,2
39,339558,148904,0.439,6,0,512534,1,0,0
35,486243,70978,0.146,27,2,354339,4,0,3
19,490393,117683,0.24,27,2,110398,5,1,4
19,245374,48520,0.198,22,1,29899,2,1,4
45,413587,35193,0.085,12,2,105302,0,1,3
19,443088,81248,0.183,6,2,787099,5,1,3
34,451301,258006,0.572,22,0,668385,4,0,1
21,280235,95990,0.343,10,2,917277,1,1,4
30,389891,143760,0.369,18,2,238302,2,1,4
59,86057,35824,0.416,10,0,503296,5,1,0
63,127148,41069,0.323,14,2,982198,1,0,1
29,265978,13895,0.052,11,0,426230,3,1,0
62,163223,51165,0.313,13,1,792757,3,1,0
51,105402,51678,0.49,17,1,574971,1,0,1
22,211866,12155,0.057,17,1,714304,4,1,3
31,154123,69346,0.45,25,0,267819,3,0,1
47,195480,110680,0.566,11,2,557750,5,1,3
61,317661,171942,0.541,13,2,713692,4,0,1
56,181537,11027,0.061,26,0,752919,4,1,0
42,39546,18747,0.474,20,2,653500,3,0,3
64,212894,7897,0.037,2,2,319469,1,1,1
55,353275,159846,0.452,22,2,930811,0,1,4
56,447784,167795,0.375,13,1,717347,1,1,1
21,315346,156054,0.495,30,1,107030,4,1,3
39,156674,85957,0.549,27,2,315345,2,0,4
42,346831,171955,0.496,27,1,537457,5,0,2
25,286324,14766,0.052,11,2,666892,1,1,4
29,379362,225947,0.596,9,1,110397,4,1,3
43,258885,69610,0.269,12,0,8104,2,1,1
49,314975,102462,0.325,3,1,143681,3,1,0
63,202349,115265,0.57,29,0,302721,1,1,1
59,91449,53640,0.587,1,0,419424,2,0,0
61,281646,19646,0.07,1,0,86597,5,1,0
23,296967,135803,0.457,25,2,511504,3,1,4
40,462088,112871,0.244,26,1,665504,1,0,2
55,371290,145429,0.392,18,0,597438,5,1,0
56,298185,116407,0.39,7,1,614458,1,1,1
34,329415,21961,0.067,19,0,962741,3,1,1
53,197208,72448,0.367,11,1,810354,2,1,1
55,34837,14592,0.419,16,1,568941,1,1,2
47,227630,20297,0.089,30,0,348163,0,1,1
41,496247,292903,0.59,25,1,247835,1,1,3
53,392619,81069,0.206,20,2,368590,5,0,1
61,156238,12589,0.081,19,0,526888,4,1,0
65,359340,136137,0.379,11,1,340568,3,0,0
50,343665,94485,0.275,22,0,215739,0,1,0
47,449826,154344,0.343,27,2,210248,4,1,3
44,385006,167651,0.435,3,0,8828,0,1,0
23,473066,197305,0.417,14,0,618199,2,1,2
18,38018,19093,0.502,21,2,335033,3,1,4
37,297239,125452,0.422,8,0,567276,1,0,0
62,271457,71270,0.263,15,1,221554,1,1,1
47,376461,200975,0.534,5,1,75558,3,0,1
57,202886,114130,0.563,21,1,616560,0,1,2
54,266521,15892,0.06,20,2,786149,1,0,2
31,193507,95725,0.495,7,0,529808,4,1,1
36,102137,13940,0.136,29,0,870973,3,1,0
34,190790,14968,0.078,27,1,860858,0,1,3
43,167915,96196,0.573,26,0,736594,3,1,1
38,156997,36122,0.23,29,1,672275,5,1,2
53,341472,64602,0.189,11,1,537862,1,1,1
26,428042,118535,0.277,28,0,274751,1,1,2
30,290454,43069,0.148,26,1,834172,0,1,3
44,428314,61121,0.143,29,2,34421,4,1,3
57,102163,23639,0.231,24,2,222858,4,0,1
43,255982,37398,0.146,27,1,499348,2,1,3
23,181395,95980,0.529,11,2,692715,0,1,4
53,431803,211783,0.49,19,1,32185,5,1,1
61,87325,20307,0.233,2,0,170018,0,1,0
54,391462,147957,0.378,16,1,746637,0,1,2
38,484777,143527,0.296,6,1,853030,0,1,2
38,434568,76602,0.176,30,0,628276,2,1,1
21,412740,74603,0.181,13,0,929819,5,1,1
27,482486,252001,0.522,13,1,878594,2,1,3
24,467898,115633,0.247,1,1,395197,3,1,1
20,191911,77516,0.404,5,0,664572,1,0,1
57,390662,25592,0.066,12,0,889273,1,1,0
39,171808,61623,0.359,11,1,88979,1,0,1
29,238000,62937,0.264,10,1,451965,4,1,2
41,482814,208956,0.433,7,1,642214,5,0,1
59,496733,278331,0.56,22,0,752479,2,1,1
46,41602,21575,0.519,13,2,158926,2,0,3
37,65628,17483,0.266,6,1,919971,1,1,2
39,251495,22907,0.091,10,2,740737,5,1,3
42,251316,90656,0.361,9,0,267501,3,0,0
45,403626,225205,0.558,30,0,971945,5,1,1
38,354741,86697,0.244,10,0,749120,2,0,0
21,315411,103629,0.329,2,0,645009,3,1,0
50,80312,9403,0.117,17,2,139062,5,1,2
45,437850,141188,0.322,13,1,894205,3,1,1
57,474464,24788,0.052,17,0,532012,5,1,0
48,482341,137470,0.285,19,0,76479,1,0,0
35,181206,8266,0.046,9,2,780933,0,0,3
52,487997,73070,0.15,22,2,647195,1,1,3
51,197054,89077,0.452,1,1,150798,3,1,0
35,493495,164039,0.332,25,0,547473,4,0,0
52,405270,223501,0.551,27,2,807944,3,0,2
48,292006,103340,0.354,25,0,145497,3,1,1
34,30208,7231,0.239,2,0,347350,5,0,0
36,59916,30667,0.512,13,1,76427,4,1,2
38,296558,129668,0.437,5,0,830488,4,1,0
40,227481,107821,0.474,14,0,344602,2,1,1
24,199181,40116,0.201,18,0,941057,0,1,2
55,251680,113996,0.453,22,0,59789,0,1,1
47,339186,84548,0.249,20,1,422663,0,1,3
62,56395,22550,0.4,21,2,149596,0,1,3
18,273688,115150,0.421,13,1,135839,0,1,4
65,381386,91850,0.241,17,1,325630,0,1,1
18,246744,36088,0.146,10,0,21735,4,1,1
59,457663,128311,0.28,22,1,419875,1,0,1
20,227098,126502,0.557,29,0,775147,0,1,3
61,329604,116873,0.355,14,1,565882,4,1,0
55,186180,96521,0.518,9,0,952553,0,0,0
37,407249,45865,0.113,12,1,938931,3,1,1
29,255405,93738,0.367,6,2,511382,2,1,4
26,382155,196630,0.515,22,0,314031,3,1,2
63,325808,79274,0.243,4,1,241146,0,1,1
48,173403,102058,0.589,6,2,411027,5,0,2
19,165475,77494,0.468,17,1,94506,0,1,4
19,304134,158063,0.52,30,1,543422,0,0,3
50,457219,215495,0.471,5,1,354685,5,1,1
42,285850,147338,0.515,28,2,647843,0,0,4
30,65116,24928,0.383,23,2,270231,2,0,4
54,486682,162910,0.335,6,2,769867,1,1,2
31,154480,28878,0.187,21,0,979312,5,1,1
62,108647,63974,0.589,28,0,911682,4,0,0
52,231194,26345,0.114,30,0,844229,3,1,0
21,103258,30042,0.291,26,2,270092,2,1,4
33,176883,46522,0.263,23,2,452895,0,1,4
55,95085,32338,0.34,10,1,243574,1,1,1
32,324292,76501,0.236,23,1,635960,3,1,2
44,108122,61594,0.57,3,0,919846,1,1,0
23,250683,53303,0.213,2,0,329135,2,1,0
60,408694,154661,0.378,16,0,492659,2,1,0
27,112955,34603,0.306,28,1,335973,4,0,2
47,407986,89403,0.219,30,0,348493,2,1,1
62,231294,29479,0.127,24,2,755209,4,0,1
26,268185,143227,0.534,22,1,388230,0,1,4
58,134753,17237,0.128,4,2,384258,2,0,1
47,445277,130526,0.293,19,0,736725,2,1,1
57,33997,15750,0.463,30,0,232819,3,1,0
55,40199,5514,0.137,16,1,458248,0,0,1
18,449346,127494,0.284,3,0,758831,2,1,0
31,246198,91553,0.372,22,2,651890,0,1,4
26,61026,30336,0.497,16,0,669017,0,1,3
39,486299,92298,0.19,4,0,693457,3,1,0
38,233720,110071,0.471,27,0,54094,3,0,0
56,164527,33187,0.202,19,1,861500,5,0,0
64,320737,77296,0.241,8,2,20954,5,1,2
28,96893,57802,0.597,2,1,27277,4,1,1
63,200101,17167,0.086,7,2,814315,4,0,1
57,114188,41274,0.361,1,1,223590,5,1,0
32,476533,275738,0.579,28,2,129599,3,1,4
64,341407,40316,0.118,23,0,695174,3,1,0
28,45063,21848,0.485,4,1,857443,1,1,3
43,196389,66217,0.337,28,2,866286,0,1,4
29,162095,83406,0.515,1,0,522374,2,0,0
52,312279,117096,0.375,2,0,494541,5,0,0
59,164266,96182,0.586,20,1,823651,3,1,1
37,356788,8943,0.025,30,0,591316,5,1,1
27,303546,99860,0.329,9,0,285278,1,1,2
36,353241,200696,0.568,26,1,404487,4,1,2
42,481552,68968,0.143,22,2,107753,0,1,4
47,354383,99386,0.28,30,2,246507,5,1,3
45,47209,18763,0.397,1,1,566393,0,1,1
34,172936,70945,0.41,6,0,83471,2,1,2
37,474903,252487,0.532,17,0,324042,0,1,2
23,305228,41398,0.136,4,1,462621,0,1,3
41,109374,39075,0.357,13,2,64899,4,1,3
19,292730,99479,0.34,5,1,417294,2,1,3
45,417222,22470,0.054,4,0,76840,3,0,0
49,246772,100596,0.408,13,1,888848,5,0,1
64,44082,6865,0.156,10,2,158834,2,0,2
22,301393,8197,0.027,30,2,505506,5,1,4
65,314800,5606,0.018,2,0,389469,3,1,0
25,175336,104436,0.596,1,1,602886,1,1,2
22,25318,10562,0.417,17,1,282967,4,1,3
44,142418,7934,0.056,10,2,954605,1,1,4
32,212185,9687,0.046,8,1,581072,3,1,2
